timestamp,open,high,low,close,volume
2026-01-18T18:00:00,13.301,13.301,12.3,12.843,5474476.43
2026-01-18T19:00:00,12.843,12.908,12.784,12.834,948375.36
2026-01-18T20:00:00,12.833,12.888,12.798,12.852,627955.64
2026-01-18T21:00:00,12.851,12.876,12.786,12.856,479412.47
2026-01-18T22:00:00,12.856,12.857,12.79,12.79,452074.22
2026-01-18T23:00:00,12.79,12.826,12.741,12.785,634675.36
2026-01-19T00:00:00,12.785,12.79,12.716,12.749,473618.01
2026-01-19T01:00:00,12.749,12.775,12.727,12.763,281584.92
2026-01-19T02:00:00,12.763,12.857,12.746,12.816,654386.34
2026-01-19T03:00:00,12.816,12.821,12.741,12.795,356340.43
2026-01-19T04:00:00,12.796,12.801,12.741,12.759,254488.15
2026-01-19T05:00:00,12.76,12.814,12.746,12.772,327746.94
2026-01-19T06:00:00,12.772,12.797,12.725,12.751,374038.14
2026-01-19T07:00:00,12.751,12.779,12.726,12.768,390819.96
2026-01-19T08:00:00,12.768,12.867,12.756,12.79,629760.51
2026-01-19T09:00:00,12.791,12.819,12.745,12.762,486894.83
2026-01-19T10:00:00,12.762,12.906,12.753,12.891,402273.58
2026-01-19T11:00:00,12.89,12.895,12.834,12.839,333982.82
2026-01-19T12:00:00,12.839,12.882,12.825,12.876,242486.33
2026-01-19T13:00:00,12.875,12.964,12.874,12.932,419233.11
2026-01-19T14:00:00,12.932,12.995,12.927,12.943,304481.81
2026-01-19T15:00:00,12.942,12.973,12.886,12.887,249015.54
2026-01-19T16:00:00,12.887,12.901,12.803,12.804,424329.68
2026-01-19T17:00:00,12.803,12.908,12.771,12.877,478189.75
2026-01-19T18:00:00,12.878,12.9,12.832,12.839,318212.67
2026-01-19T19:00:00,12.838,12.898,12.798,12.839,238691.26
2026-01-19T20:00:00,12.84,12.892,12.79,12.87,365026.28
2026-01-19T21:00:00,12.869,12.88,12.807,12.855,289971.49
2026-01-19T22:00:00,12.855,12.873,12.788,12.797,238847.03
